#NAME	CHROM	STRAND	TX_START	TX_END	EXON_START	EXON_END
OR4F5	1	+	69090	70008	69090,	70008,
SRM	1	-	11054588	11060024	11054588,11054961,11055780,11056010,11056603,11058799,11059224,11059776,	11054885,11055084,11055926,11056094,11056757,11058892,11059345,11060024,
EXOSC10	1	-	11066617	11099869	11066617,11068007,11068644,11069558,11070899,11072086,11074230,11076841,11077364,11077600,11079710,11080498,11080763,11081081,11082687,11087447,11087799,11088122,11090553,11091013,11091492,11095757,11098019,11099720,	11066748,11068084,11068706,11069730,11070973,11072171,11074326,11076948,11077443,11077651,11079822,11080549,11080912,11081238,11082878,11087591,11087910,11088198,11090668,11091179,11091597,11095881,11098156,11099869,
MTOR	1	-	11106534	11262507	11106534,11108180,11109289,11109648,11112851,11114317,11114812,11115395,11117003,11121245,11121978,11124497,11126621,11127009,11127623,11128003,11128453,11128854,11129737,11130528,11133079,11134350,11139303,11139532,11144647,11144967,11146675,11150125,11157151,11167441,11199257,11199540,11204560,11209311,11210813,11212311,11212795,11213398,11216147,11228667,11230924,11231299,11232435,11233397,11234142,11237842,11238401,11240302,11241552,11243113,11247624,11247818,11253838,11255991,11256932,11258484,11259247,11262444,	11107500,11108286,11109370,11109729,11112917,11114453,11114887,11115468,11117086,11121368,11122126,11124633,11126796,11127144,11127806,11128126,11128552,11128951,11129838,11130777,11133197,11134466,11139435,11139658,11144755,11145045,11146791,11150226,11157291,11167517,11199403,11199703,11204703,11209458,11210906,11212474,11212908,11213566,11216234,11228918,11231054,11231434,11232528,11233487,11234265,11238048,11238617,11240547,11241681,11243300,11247733,11248094,11253973,11256192,11257165,11258593,11259423,11262507,
ANGPTL7	1	+	11189340	11195981	11189340,11192269,11193579,11194460,11194853,	11189955,11192370,11193774,11194659,11195981,
UBIAD1	1	+	11273205	11288434	11273205,11285643,	11274060,11288434,
PTCHD2	1	+	11479237	11537584	11479237,11500989,11502677,11514389,11515368,11516000,11517462,11519354,11519718,11520686,11523941,11525175,11526650,11529555,11529786,11530906,11531564,11534380,11535010,11535477,11536323,	11479372,11502088,11502897,11514526,11515503,11516161,11517602,11519503,11519880,11520848,11524055,11525312,11526835,11529686,11529959,11531033,11531710,11534540,11535124,11535644,11537584,
FBXO2	1	-	11648366	11654682	11648366,11649086,11649778,11649944,11650465,11654318,	11648828,11649225,11649874,11650074,11650834,11654682,
FBXO44	1	+	11654856	11663327	11654856,11655327,11655805,11658266,11658532,11658735,11661129,	11654952,11655699,11656100,11658393,11658628,11658871,11663327,
FBXO6	1	+	11664123	11674354	11664123,11668655,11671265,11671927,11673276,11673614,	11664255,11668944,11671392,11672023,11673412,11674354,
MAD2L2	1	-	11674479	11691650	11674479,11675081,11675657,11676045,11676847,11677542,11680352,11680561,11681038,11681737,11691412,	11674816,11675174,11675731,11676140,11676948,11677614,11680471,11680613,11681438,11682016,11691650,
DRAXIN	1	+	11691728	11725857	11691728,11706248,11709274,11711850,11712339,11715118,11719583,	11691853,11706709,11709465,11711965,11712429,11715208,11725857,
AGTRAP	1	+	11736154	11750765	11736154,11745802,11747439,11748414,11750076,	11736235,11745837,11747545,11748610,11750765,
C1orf167	1	+	11761786	11789584	11761786,11764330,11765856,11766963,11767220,11768076,11771523,11772081,11775434,11776463,11778659,11778925,11779801,11782188,11784173,11785147,11787387,11787872,11788163,11788651,11789269,	11762274,11764482,11766576,11767085,11767264,11768319,11771636,11772259,11775610,11776638,11778816,11779080,11780010,11782333,11784593,11785289,11787493,11788047,11788378,11788746,11789584,
MTHFR	1	-	11785722	11803245	11785722,11791206,11792277,11793906,11794357,11794728,11795097,11796205,11800211,11801160,11802880,	11790898,11791326,11792379,11794089,11794538,11794863,11795348,11796399,11800322,11801399,11803245,
CLCN6	1	+	11806210	11843144	11806210,11807130,11815845,11816614,11819487,11822694,11823706,11824485,11826155,11827088,11828105,11828457,11829195,11833514,11833876,11834235,11834483,11835966,11836998,11837342,11838334,11838534,11840142,	11806349,11807190,11815911,11816680,11819554,11822801,11823833,11824553,11826214,11827221,11828219,11828624,11829322,11833638,11834030,11834395,11834590,11836153,11837156,11837499,11838442,11838660,11843144,
NPPA	1	-	11845708	11847783	11845708,11847112,11847561,	11846014,11847439,11847783,
NPPB	1	-	11857463	11858931	11857463,11858213,11858701,	11857671,11858469,11858931,
KIAA2013	1	-	11919590	11926423	11919590,11922635,11925204,	11920332,11923489,11926423,
PLOD1	1	+	11934752	11975537	11934752,11947975,11949772,11950356,11952622,11954829,11956916,11957841,11958515,11960645,11963531,11964174,11964643,11965479,11966250,11966986,11970669,11972871,11974652,	11934855,11948067,11949906,11950520,11952735,11954893,11957014,11957943,11958647,11960767,11963636,11964300,11964785,11965593,11966316,11967091,11970816,11972997,11975537,
MFN2	1	+	11980180	12013514	11980180,11989164,11992554,11996155,11997296,11998769,11998987,12001400,12001768,12001981,12003991,12004508,12004824,12005710,12006537,12007052,12009591,12011495,	11980484,11989343,11992690,11996318,11997421,11998878,11999095,12001554,12001836,12002103,12004118,12004613,12004927,12005931,12006693,12007249,12009726,12013514,
MIIP	1	+	12019465	12032045	12019465,12021644,12022094,12022832,12029032,12029222,12029764,12030027,12031265,12031721,	12019552,12021840,12022442,12022917,12029141,12029281,12029894,12030124,12031403,12032045,
TNFRSF8	1	+	12063376	12144207	12063376,12084463,12097100,12104378,12109565,12110040,12111897,12115576,12123283,12123714,12125950,12126182,12135587,12138228,12142286,	12063661,12084551,12097217,12104531,12109656,12110204,12112014,12115729,12123377,12123827,12126052,12126236,12135613,12138436,12144207,
TNFRSF1B	1	+	12167002	12209228	12167002,12188795,12190956,12191773,12192430,12192862,12193954,12194583,12201966,12206739,	12167169,12188895,12191085,12191923,12192524,12193098,12194032,12194618,12202171,12209228,
AADACL4	1	+	12644546	12667086	12644546,12651122,12661790,12665960,	12644714,12651339,12661854,12667086,
PRAMEF12	1	+	12774840	12777906	12774840,12775542,12777010,	12775154,12776118,12777906,
HNRNPCL1	1	-	12847376	12947578	12847376,12947516,	12848470,12947578,
PRAMEF2	1	+	12857085	12861909	12857085,12858984,12859692,12861220,	12857147,12859296,12860271,12861909,
PRAMEF4	1	-	12879223	12886201	12879223,12881853,12883101,12886146,	12880105,12882435,12883410,12886201,
PRAMEF6	1	-	12938471	12945416	12938471,12940983,12942231,12945352,	12939236,12941565,12942540,12945416,
HNRNPCL2	1	-	13115495	13116854	13115495,13116792,	13116581,13116854,
PRAMEF14	1	-	13342365	13347134	13342365,13344037,13345027,13347056,	13343086,13344616,13345339,13347134,
PRAMEF19	1	-	13369066	13371693	13369066,13370648,13371613,	13369640,13371227,13371693,
PRAMEF17	1	+	13389631	13392629	13389631,13390340,13391943,	13389944,13390919,13392629,
PRAMEF20	1	+	13410449	13421328	13410449,13416350,13418121,13420696,	13410544,13416641,13418700,13421328,
LRRC38	1	-	13474976	13514048	13474976,13512962,	13476099,13514048,
PDPN	1	+	13583464	13617957	13583464,13607172,13610386,13613686,13614299,13615904,	13584100,13607306,13610516,13613725,13614411,13617957,
PRDM2	1	+	13704854	13825079	13704854,13715540,13730999,13732778,13742004,13749360,13773077,13778417,13816426,13823158,	13705645,13715614,13731117,13732882,13742157,13749487,13773188,13782831,13816570,13825079,
KAZN	1	+	14598703	15118043	14598703,14960683,15034748,15043988,15056090,15060171,15063571,15065629,15094179,15094814,15101542,15103358,15104022,15112426,15114470,	14599223,14960875,15034885,15044159,15056280,15060302,15063622,15065753,15094385,15094933,15101774,15103460,15104189,15112541,15118043,
TMEM51	1	+	15152531	15220477	15152531,15214894,15219325,	15152784,15215431,15220477,
FHAD1	1	+	15247271	15398126	15247271,15251770,15272322,15289398,15296683,15301204,15308612,15313056,15316377,15317823,15324451,15327058,15328276,15329345,15341735,15345082,15345415,15349041,15352876,15358109,15360477,15362641,15365826,15367462,15369369,15374501,15375602,15380700,15381230,15382027,15397296,	15247395,15251877,15272529,15289666,15296793,15301441,15308736,15313187,15316467,15317928,15324559,15327142,15328429,15329541,15341893,15345190,15345523,15349149,15352984,15358283,15360703,15362726,15365933,15367622,15369502,15374631,15375730,15380796,15381451,15382193,15398126,
EFHD2	1	+	15409894	15430343	15409894,15425870,15427149,15428592,	15410279,15426018,15427284,15430343,
CTRC	1	+	15438438	15446654	15438438,15440299,15440492,15442446,15443418,15444605,15445596,15446574,	15438504,15440391,15440590,15442572,15443555,15444751,15445749,15446654,
CELA2A	1	+	15456728	15472091	15456728,15457085,15461560,15462732,15463385,15465998,15467385,15471989,	15456793,15457174,15461658,15462861,15463522,15466144,15467538,15472091,
CELA2B	1	+	15476100	15491400	15476100,15476456,15481097,15482264,15483263,15485900,15487284,15491294,	15476165,15476545,15481195,15482393,15483400,15486046,15487437,15491400,
CASP9	1	-	15492269	15524295	15492269,15493891,15495272,15504610,15505989,15506898,15507872,15518109,15524068,	15493035,15494001,15495452,15504758,15506079,15507075,15507907,15518395,15524295,
DNAJC16	1	+	15526812	15571733	15526812,15529087,15534236,15536474,15544398,15546766,15548269,15559525,15562141,15563928,15564282,15565918,15566081,15567098,15567777,	15526958,15529272,15534303,15536814,15544583,15546871,15548428,15559656,15562325,15564111,15564359,15565999,15566180,15567269,15571733,
AGMAT	1	-	15572352	15585110	15572352,15574756,15577684,15578858,15580093,15583192,15584695,	15573724,15574841,15577864,15579054,15580142,15583395,15585110,
DDI2	1	+	15617499	15669044	15617499,15626668,15630324,15633438,15638306,15643521,15649719,15651705,15656616,15659836,	15617808,15626798,15630561,15633565,15638434,15643650,15649823,15651895,15656679,15669044,
RSC1A1	1	+	15659868	15661722	15659868,	15661722,
PLEKHM2	1	+	15684331	15734769	15684331,15716236,15716706,15717892,15718537,15719733,15721328,15725316,15727013,15728078,15728266,15728668,15729101,15729796,15730531,15731191,15731888,15732349,15732611,15733796,	15684618,15716343,15716816,15717992,15718625,15719920,15721388,15725545,15727832,15728148,15728357,15728733,15729190,15729929,15730722,15731257,15732048,15732529,15732728,15734769,
SLC25A34	1	+	15736404	15741396	15736404,15737928,15738092,15738593,15739223,	15736863,15737994,15738245,15738728,15741396,
TMEM82	1	+	15742421	15747982	15742421,15742834,15743019,15744159,15746866,15747545,	15742647,15742907,15743194,15744580,15747054,15747982,
FBLIM1	1	+	15756658	15786594	15756658,15758173,15764492,15764963,15767375,15768527,15770408,15774617,15777169,15784547,	15756732,15758329,15764685,15765233,15767563,15768630,15770578,15774796,15777287,15786594,
UQCRHL	1	-	15807168	15809348	15807168,	15809348,
SPEN	1	+	15847863	15940460	15847863,15872815,15876201,15909320,15911100,15916127,15918925,15919403,15920869,15922248,15928090,15937162,15937811,15938717,15939295,	15848150,15873136,15876678,15909481,15911301,15916279,15919051,15919517,15920983,15922349,15936266,15937645,15938006,15938876,15940460,
ZBTB17	1	-	15941868	15976126	15941868,15942330,15942528,15943063,15943398,15943598,15943807,15944299,15944696,15944936,15945714,15946153,15946934,15948290,15973038,15975982,	15942252,15942420,15942738,15943194,15943519,15943715,15943895,15944600,15944839,15945202,15945840,15946294,15947123,15948497,15973125,15976126,
C1orf64	1	+	16004235	16008807	16004235,16005918,	16004385,16008807,
HSPB7	1	-	16014027	16018790	16014027,16017073,16017764,	16015759,16017207,16018790,
CLCNKA	1	+	16022051	16034050	16022051,16022612,16023799,16024762,16026107,16026535,16026696,16027309,16027820,16028017,16028760,16029125,16029730,16029964,16030460,16031709,16032202,16032442,16033169,16033610,	16022063,16022719,16023928,16024891,16026247,16026613,16026775,16027435,16027905,16028119,16028845,16029299,16029800,16030075,16030674,16031843,16032291,16032526,16033256,16034050,
CLCNKB	1	+	16043776	16057308	16043776,16044485,16045557,16046534,16047904,16048342,16048503,16049119,16049617,16049814,16050515,16050874,16051477,16051709,16052197,16053638,16055434,16055674,16056421,16056868,	16043880,16044592,16045686,16046663,16048044,16048420,16048582,16049245,16049702,16049916,16050600,16051048,16051547,16051820,16052411,16053772,16055523,16055758,16056508,16057308,
FAM131C	1	-	16057768	16073626	16057768,16059493,16059868,16062098,16062498,16063520,16073420,	16058717,16059604,16060051,16062192,16062534,16063636,16073626,
EPHA2	1	-	16124336	16156087	16124336,16129433,16130225,16131720,16132063,16132377,16133179,16133480,16133859,16134467,16135035,16135654,16137852,16138274,16148377,16150895,16155847,	16125320,16129589,16130419,16131870,16132273,16132439,16133368,16133606,16133915,16134567,16135189,16135770,16138185,16138430,16149047,16150963,16156087,
ARHGEF19	1	-	16198103	16212609	16198103,16199149,16201781,16202415,16204758,16205086,16205350,16205537,16205930,16206179,16206947,16207521,16207674,16207943,16208642,16212501,	16198744,16199254,16201861,16202574,16204919,16205176,16205425,16205667,16206083,16206340,16207210,16207598,16207777,16208225,16209083,16212609,
RSG1	1	-	16231699	16237162	16231699,16232509,16232892,16233611,16236630,	16232297,16232646,16233017,16233764,16237162,
FBXO42	1	-	16246838	16352454	16246838,16252287,16253095,16253634,16255710,16256605,16294782,16305802,16315168,16352254,	16251785,16252404,16253152,16253731,16255821,16256759,16294917,16305919,16315435,16352454,
SZRD1	1	+	16367082	16398142	16367082,16391374,16393227,16395037,	16367308,16391424,16393482,16398142,
SPATA21	1	-	16398642	16437424	16398642,16399343,16400719,16403726,16403967,16404966,16409117,16409600,16421508,16421910,16431337,16432789,16437127,	16398822,16399521,16400892,16403844,16404039,16405104,16409203,16410043,16421557,16421971,16431422,16432924,16437424,
NECAP2	1	+	16440671	16460078	16440671,16443631,16447869,16448059,16449092,16451837,16455817,16458841,	16440853,16443732,16447974,16448141,16449201,16452015,16455893,16460078,
NBPF1	1	-	16562318	16613487	16562318,16564806,16565632,16566407,16567178,16567978,16569072,16573141,16574486,16575156,16576266,16577316,16579192,16580744,16581419,16582543,16583593,16585488,16587049,16587724,16588848,16589898,16591846,16592158,16593440,16594591,16594930,16608507,16613337,	16564186,16564918,16565805,16566459,16567351,16568030,16569236,16573193,16574692,16575229,16576481,16577419,16579402,16580956,16581492,16582758,16583696,16585698,16587261,16587797,16589063,16590001,16592056,16592313,16593567,16594661,16595009,16608779,16613487,
FAM231A	1	+	16673002	16673512	16673002,	16673512,
FAM231C	1	-	16733950	16734461	16733950,	16734461,
CROCC	1	+	16921949	16972979	16921949,16922662,16924324,16929845,16930123,16930285,16930428,16931290,16936636,16937640,16938399,16938908,16939893,16944099,16945461,16946258,16946760,16948330,16948798,16950952,16953301,16954222,16954733,16955311,16955996,16958582,16960757,16965722,16965998,16966407,16968202,16969115,16969784,16970252,16970635,16971464,16972359,	16922078,16922798,16924479,16930031,16930207,16930347,16930594,16931397,16936873,16937737,16938483,16939142,16940093,16944282,16945606,16946405,16946991,16948524,16948926,16951122,16953481,16954357,16954877,16955550,16956156,16958750,16961130,16965892,16966119,16966571,16968418,16969340,16969934,16970453,16970767,16971647,16972979,
MFAP2	1	-	16974501	16978276	16974501,16975268,16975642,16976500,16976707,16976896,16977108,16978236,	16975023,16975342,16975730,16976545,16976794,16976923,16977195,16978276,
ATP13A2	1	-	16985957	17011772	16985957,16986462,16986804,16987045,16988137,16988321,16989690,16989886,16990126,16991733,16992008,16992242,16992485,16993628,16995975,16996253,16996385,16997019,17000010,17000245,17000399,17002033,17002295,17004331,17004691,17005013,17005373,17005683,17011728,	16986358,16986632,16986956,16987269,16988234,16988474,16989770,16990003,16990287,16991858,16992129,16992402,16992581,16993835,16996164,16996300,16996496,16997175,17000142,17000312,17000534,17002103,17002373,17004411,17004821,17005072,17005556,17005778,17011772,
SDHB	1	-	17018721	17054170	17018721,17022607,17023972,17027748,17028599,17033059,17044760,17053947,	17018958,17022730,17024074,17027865,17028736,17033145,17044888,17054170,
PADI2	1	-	17066760	17119435	17066760,17070087,17071405,17074855,17075678,17079263,17082544,17083725,17084598,17086520,17092407,17093566,17095908,17102986,17104877,17119279,	17069277,17070216,17071491,17074949,17075823,17079415,17082652,17083837,17084702,17086699,17092533,17093684,17095970,17103059,17105061,17119435,
PADI1	1	+	17205125	17246005	17205125,17222289,17223620,17224366,17225810,17226032,17228624,17228947,17230084,17230571,17232818,17237313,17238615,17239703,17240634,17244009,	17205309,17222470,17223693,17224428,17225928,17226158,17228797,17229051,17230208,17230679,17232970,17237458,17238709,17239783,17240760,17246005,
PADI3	1	+	17249097	17284233	17249097,17259577,17262132,17265658,17266718,17267836,17270232,17270878,17271066,17273339,17274634,17276518,17276773,17280349,17280670,17282845,	17249229,17259758,17262205,17265720,17266836,17267962,17270411,17270982,17271178,17273447,17274786,17276663,17276876,17280429,17280796,17284233,
PADI4	1	+	17308196	17364004	17308196,17330968,17333942,17336158,17338037,17339687,17341942,17342298,17346027,17347940,17354532,17355982,17356356,17358837,17359279,17363521,	17308314,17331149,17334009,17336226,17338155,17339813,17342121,17342402,17346139,17348048,17354687,17356127,17356459,17358908,17359408,17364004,
RCC2	1	-	17406759	17439724	17406759,17409973,17412121,17413072,17413536,17416479,17420713,17422202,17422704,17425540,17429105,17438229,17439544,	17409194,17410051,17412194,17413178,17413717,17416646,17420828,17422291,17422836,17425684,17429199,17438522,17439724,
ARHGEF10L	1	+	17539834	17697869	17539834,17580552,17587459,17588445,17602126,17603507,17607801,17613057,17616093,17619338,17621863,17622995,17624386,17625955,17627329,17632320,17634547,17634834,17637887,17638561,17640201,17648553,17654635,17655878,17656553,17664446,17687572,17695157,17696847,	17539950,17580632,17587645,17588479,17602218,17603591,17607977,17613174,17616202,17619445,17621941,17623175,17624503,17626048,17627503,17632466,17634562,17635016,17638003,17638689,17640302,17648675,17654722,17656102,17656708,17664595,17687747,17695280,17697869,
